,What is your age?,Current educational position?,Gender?,Your  current CGPA?,Your Higher Secondary School(H. SC) or A level or equivalent result?,At what age you had started playing games?,Do you play games on mobile or pc?,When you go to sleep?,Do you attend your morning class regularly?,The average time you spend playing games?,Which type of game you addict more?,Do you read newspaper?,Which type of game you played most?,How many time you spend with family and friend?,How you fill when you can not play game in whole day?,How you fill to complete game level?,If you didn't finish games last level what is your feeling?,Do you fill Fatigue?,Do you play games for stress relief?,Are you wearing glasses?
805,19,Bachelor Level,Female,2.0,4.0,21,Mobile,22,Yes,5,IGA,Regular,Paid,3,negative,Excited,Stressed,Yes,No,No
806,24,Bachelor Level,Female,3.98,5.0,20,Mobile,23,No,6,CALL OF DUTY,Not regular,Paid,4,negative,Bored,Stressed,No,Yes,Yes
807,21,Bachelor Level,Male,3.0,4.0,21,Mobile,1,No,6,COC,Regular,Paid,3,negative,Bored,Stressed,No,No,No
808,22,Bachelor Level,Female,2.79,4.23,19,PC,22,Yes,3,FIFA,Not regular,Paid,4,negative,Bored,Excited to complete level,No,No,Yes
809,24,Bachelor Level,Male,3.0,4.0,18,PC,2,No,4,COC,Regular,Paid,4,negative,Bored,Excited to complete level,Yes,Yes,No
810,24,Bachelor Level,Female,3.02,3.11,18,PC,2,No,2,PUBG,Regular,Non Paid,4,positive,Bored,No feeling,No,Yes,No
811,26,Master's Level,Female,3.0,4.03,21,PC,23,No,5,CALL OF DUTY,Regular,Non Paid,4,negative,Excited,Excited to complete level,No,No,No
812,21,Bachelor Level,Female,2.0,4.07,18,PC,2,Yes,2,PUBG,Regular,Non Paid,3,negative,Excited,No feeling,Yes,No,No
813,23,Bachelor Level,Male,3.85,5.0,19,PC,0,No,2,COC,Not regular,Non Paid,4,negative,Bored,Stressed,Yes,No,No
814,27,Master's Level,Male,3.35,4.0,24,PC,22,No,5,PUBG,Not regular,Non Paid,3,negative,Bored,No feeling,Yes,Yes,Yes
815,24,Bachelor Level,Male,3.0,4.0,21,Mobile,22,Yes,3,PES,Regular,Paid,3,negative,Excited,Stressed,Yes,No,No
816,20,Bachelor Level,Male,4.0,5.0,21,PC,0,Yes,2,FREE FIRE,Regular,Non Paid,3,negative,Bored,Excited to complete level,No,Yes,Yes
817,23,Bachelor Level,Female,3.0,4.95,18,PC,2,No,5,COC,Regular,Non Paid,2,positive,Excited,Excited to complete level,Yes,Yes,Yes
818,25,Master's Level,Male,3.0,4.8,23,PC,22,Yes,3,COC,Not regular,Non Paid,4,negative,Bored,Stressed,Yes,Yes,Yes
819,26,Master's Level,Male,2.2,4.29,24,Mobile,22,No,2,FIFA,Not regular,Non Paid,4,negative,Bored,Stressed,No,Yes,No
820,28,Master's Level,Male,3.0,3.0,22,PC,0,No,2,FIFA,Regular,Non Paid,2,positive,Excited,Excited to complete level,Yes,Yes,No
821,20,Bachelor Level,Female,2.0,3.42,21,PC,1,No,6,COC,Regular,Non Paid,2,negative,Excited,Excited to complete level,No,No,Yes
822,28,Master's Level,Female,3.0,4.0,21,PC,23,Yes,6,PUBG,Regular,Non Paid,2,positive,Bored,No feeling,Yes,Yes,No
823,18,Bachelor Level,Female,2.32,4.61,19,PC,22,Yes,2,CALL OF DUTY,Regular,Non Paid,2,negative,Bored,No feeling,Yes,Yes,No
824,22,Bachelor Level,Male,2.0,3.39,19,Mobile,1,No,3,IGA,Not regular,Non Paid,4,negative,Bored,No feeling,Yes,No,Yes
825,19,Bachelor Level,Male,3.0,3.75,21,Mobile,0,Yes,6,IGA,Not regular,Paid,4,positive,Bored,Excited to complete level,Yes,Yes,No
826,21,Bachelor Level,Male,3.1,4.19,20,Mobile,2,Yes,4,IGA,Regular,Paid,3,positive,Bored,Excited to complete level,Yes,No,No
827,24,Bachelor Level,Male,2.54,3.0,20,Mobile,1,Yes,6,FIFA,Regular,Non Paid,3,negative,Bored,Stressed,Yes,Yes,Yes
828,23,Bachelor Level,Male,3.19,3.0,21,PC,23,Yes,5,PUBG,Regular,Paid,4,negative,Bored,Excited to complete level,Yes,Yes,Yes
829,23,Bachelor Level,Male,3.0,3.0,18,PC,2,Yes,4,IGA,Not regular,Paid,4,negative,Excited,Stressed,Yes,No,No
830,20,Bachelor Level,Female,3.96,5.0,19,Mobile,1,No,3,IGA,Not regular,Paid,2,negative,Bored,Stressed,Yes,Yes,Yes
831,23,Bachelor Level,Female,4.0,5.0,20,Mobile,0,No,6,FREE FIRE,Not regular,Non Paid,3,positive,Bored,No feeling,No,No,No
832,22,Bachelor Level,Male,4.0,5.0,20,Mobile,2,No,4,PUBG,Not regular,Paid,4,negative,Excited,No feeling,Yes,Yes,Yes
833,24,Bachelor Level,Female,4.0,5.0,18,Mobile,22,Yes,5,PUBG,Regular,Paid,2,negative,Bored,Excited to complete level,No,Yes,Yes
834,18,Bachelor Level,Male,2.0,4.0,18,Mobile,23,No,6,CALL OF DUTY,Regular,Paid,3,negative,Bored,Excited to complete level,Yes,No,No
835,19,Bachelor Level,Male,2.0,4.0,18,PC,23,Yes,2,FREE FIRE,Regular,Paid,2,negative,Bored,No feeling,No,No,No
836,23,Bachelor Level,Female,2.19,3.35,21,Mobile,22,No,5,IGA,Regular,Paid,2,negative,Bored,No feeling,No,No,No
837,18,Bachelor Level,Male,3.0,4.0,21,Mobile,23,Yes,6,PES,Not regular,Paid,4,positive,Excited,Excited to complete level,No,Yes,Yes
838,22,Bachelor Level,Female,3.0,3.51,20,Mobile,23,Yes,2,CALL OF DUTY,Not regular,Paid,4,positive,Bored,Excited to complete level,Yes,No,No
839,28,Master's Level,Female,3.55,5.0,22,Mobile,2,Yes,3,FREE FIRE,Regular,Non Paid,3,negative,Bored,Stressed,Yes,Yes,No
840,24,Bachelor Level,Female,2.56,4.13,20,PC,22,No,6,IGA,Regular,Paid,3,positive,Bored,No feeling,No,No,No
841,21,Bachelor Level,Male,2.0,3.82,21,PC,0,Yes,4,PES,Not regular,Non Paid,4,positive,Excited,No feeling,No,No,Yes
842,27,Master's Level,Male,4.0,5.0,20,PC,0,No,2,FREE FIRE,Not regular,Paid,4,positive,Bored,Excited to complete level,Yes,No,No
843,24,Bachelor Level,Female,3.5,4.0,21,Mobile,23,No,6,FREE FIRE,Not regular,Non Paid,4,negative,Bored,No feeling,No,No,Yes
844,28,Master's Level,Male,3.0,5.0,24,Mobile,22,Yes,5,COC,Regular,Non Paid,4,negative,Bored,Excited to complete level,Yes,No,No
845,26,Master's Level,Female,3.52,4.72,20,Mobile,2,No,2,COC,Regular,Non Paid,4,negative,Bored,Stressed,Yes,Yes,No
846,23,Bachelor Level,Female,3.0,4.0,21,PC,23,Yes,5,COC,Not regular,Paid,4,positive,Excited,Stressed,Yes,Yes,No
847,23,Bachelor Level,Female,3.24,5.0,20,PC,2,No,4,PUBG,Not regular,Paid,3,negative,Bored,Stressed,No,Yes,Yes
848,22,Bachelor Level,Female,3.0,3.74,19,PC,1,No,2,COC,Not regular,Paid,3,negative,Excited,No feeling,Yes,Yes,No
849,28,Master's Level,Male,3.5,4.46,24,Mobile,22,Yes,4,FIFA,Not regular,Non Paid,3,negative,Excited,Stressed,No,No,No
850,26,Master's Level,Female,3.52,5.0,21,PC,22,No,5,COC,Not regular,Paid,3,positive,Bored,Excited to complete level,No,No,Yes
851,18,Bachelor Level,Male,3.0,4.0,20,PC,1,No,3,CALL OF DUTY,Not regular,Non Paid,2,positive,Bored,Excited to complete level,Yes,Yes,Yes
852,19,Bachelor Level,Male,3.01,4.0,19,Mobile,22,No,5,FIFA,Regular,Non Paid,3,negative,Bored,Stressed,No,No,No
853,28,Master's Level,Male,2.98,4.54,22,PC,0,Yes,5,CALL OF DUTY,Regular,Paid,4,negative,Bored,Stressed,Yes,Yes,No
854,23,Bachelor Level,Female,3.0,4.5,19,Mobile,2,No,4,CALL OF DUTY,Not regular,Non Paid,3,negative,Excited,No feeling,No,Yes,Yes
855,27,Master's Level,Male,2.79,3.36,20,Mobile,0,Yes,2,PUBG,Not regular,Paid,2,negative,Bored,Excited to complete level,Yes,No,No
856,23,Bachelor Level,Female,2.8,3.98,18,PC,22,No,3,IGA,Regular,Paid,3,negative,Bored,Excited to complete level,No,No,Yes
857,21,Bachelor Level,Female,2.7,4.0,21,Mobile,2,Yes,6,COC,Not regular,Non Paid,3,negative,Bored,No feeling,No,Yes,No
858,26,Master's Level,Male,2.0,3.0,23,PC,1,Yes,3,FREE FIRE,Regular,Non Paid,3,positive,Excited,No feeling,Yes,Yes,Yes
859,20,Bachelor Level,Female,3.0,4.7,18,PC,23,Yes,2,FREE FIRE,Not regular,Non Paid,4,negative,Excited,No feeling,No,Yes,Yes
860,20,Bachelor Level,Female,2.0,4.02,18,PC,23,No,2,COC,Regular,Non Paid,2,negative,Excited,Stressed,Yes,Yes,No
861,22,Bachelor Level,Female,3.0,4.0,21,PC,23,Yes,6,FIFA,Not regular,Non Paid,2,negative,Bored,Excited to complete level,Yes,Yes,Yes
862,22,Bachelor Level,Male,2.09,3.0,18,Mobile,0,No,6,CALL OF DUTY,Regular,Non Paid,4,positive,Bored,Stressed,No,No,No
863,20,Bachelor Level,Female,3.0,4.0,19,Mobile,2,Yes,6,IGA,Regular,Non Paid,4,negative,Bored,No feeling,No,No,Yes
864,21,Bachelor Level,Female,4.0,5.0,20,PC,1,Yes,4,IGA,Not regular,Paid,3,negative,Excited,No feeling,No,Yes,Yes
865,28,Master's Level,Female,2.0,4.0,23,PC,2,No,4,COC,Regular,Paid,4,negative,Excited,No feeling,Yes,No,Yes
866,20,Bachelor Level,Female,3.0,4.0,19,Mobile,1,Yes,2,COC,Regular,Paid,2,negative,Bored,No feeling,Yes,Yes,Yes
867,23,Bachelor Level,Female,3.0,4.16,21,PC,2,Yes,3,CALL OF DUTY,Not regular,Paid,4,negative,Excited,Stressed,Yes,No,No
868,28,Master's Level,Female,3.4,4.55,24,Mobile,22,Yes,2,IGA,Regular,Paid,2,positive,Excited,Stressed,No,No,Yes
869,26,Master's Level,Male,3.0,3.23,22,Mobile,22,No,5,CALL OF DUTY,Not regular,Paid,3,positive,Bored,No feeling,No,No,No
870,19,Bachelor Level,Male,3.0,3.0,21,PC,1,Yes,3,PES,Regular,Paid,3,positive,Excited,No feeling,Yes,No,No
871,25,Master's Level,Male,3.0,3.94,24,Mobile,2,Yes,6,COC,Regular,Paid,2,negative,Excited,Stressed,Yes,No,Yes
872,23,Bachelor Level,Male,2.9,3.76,18,PC,1,Yes,6,CALL OF DUTY,Not regular,Paid,2,negative,Excited,Excited to complete level,Yes,No,No
873,27,Master's Level,Female,3.5,5.0,22,Mobile,0,Yes,2,FREE FIRE,Regular,Paid,4,positive,Bored,Excited to complete level,Yes,Yes,Yes
874,24,Bachelor Level,Female,2.41,5.0,20,PC,23,No,5,IGA,Not regular,Paid,2,positive,Bored,Excited to complete level,Yes,No,Yes
875,22,Bachelor Level,Female,3.0,3.0,19,Mobile,0,Yes,2,IGA,Regular,Paid,2,negative,Excited,Excited to complete level,Yes,Yes,No
876,26,Master's Level,Male,3.0,4.15,22,Mobile,22,Yes,6,PES,Regular,Non Paid,4,negative,Bored,Stressed,Yes,No,No
877,18,Bachelor Level,Male,4.0,3.78,20,Mobile,1,Yes,3,PUBG,Not regular,Paid,3,negative,Excited,Stressed,No,No,Yes
878,20,Bachelor Level,Male,3.0,4.0,20,Mobile,2,No,2,PES,Regular,Non Paid,4,negative,Excited,Excited to complete level,No,Yes,No
879,18,Bachelor Level,Female,3.67,4.5,18,Mobile,23,Yes,6,FIFA,Not regular,Non Paid,2,negative,Bored,Excited to complete level,No,Yes,No
880,24,Bachelor Level,Male,3.0,5.0,19,Mobile,2,No,5,FIFA,Not regular,Paid,3,negative,Bored,No feeling,Yes,Yes,Yes
881,26,Master's Level,Female,3.0,4.0,23,Mobile,1,No,5,CALL OF DUTY,Regular,Paid,2,positive,Bored,Stressed,Yes,Yes,Yes
882,19,Bachelor Level,Female,3.0,3.98,19,PC,1,Yes,3,COC,Regular,Non Paid,2,positive,Excited,No feeling,No,Yes,No
883,22,Bachelor Level,Male,2.0,4.0,21,Mobile,23,Yes,3,FREE FIRE,Not regular,Paid,2,positive,Excited,Stressed,No,No,No
884,18,Bachelor Level,Female,3.75,5.0,20,Mobile,22,No,2,CALL OF DUTY,Regular,Paid,3,negative,Bored,Excited to complete level,No,Yes,No
885,22,Bachelor Level,Male,2.9,5.0,19,PC,22,No,5,FREE FIRE,Not regular,Paid,4,negative,Bored,Excited to complete level,Yes,No,Yes
886,21,Bachelor Level,Female,2.88,4.0,21,PC,23,No,6,FIFA,Regular,Paid,3,negative,Excited,Stressed,No,Yes,Yes
887,20,Bachelor Level,Female,3.37,4.75,20,Mobile,1,Yes,5,PUBG,Not regular,Non Paid,4,negative,Bored,Excited to complete level,No,No,No
888,21,Bachelor Level,Female,3.0,4.0,20,Mobile,0,No,5,IGA,Regular,Non Paid,2,negative,Excited,Stressed,Yes,Yes,No
889,24,Bachelor Level,Male,2.24,4.91,21,Mobile,1,Yes,3,FIFA,Not regular,Paid,4,negative,Bored,No feeling,No,Yes,No
890,21,Bachelor Level,Male,3.77,5.0,18,PC,22,No,2,IGA,Not regular,Paid,2,negative,Excited,Stressed,Yes,Yes,Yes
891,24,Bachelor Level,Male,3.0,4.0,18,Mobile,22,No,4,PUBG,Not regular,Non Paid,2,negative,Excited,No feeling,Yes,Yes,Yes
892,27,Master's Level,Female,2.0,3.59,22,PC,22,No,4,COC,Regular,Non Paid,2,negative,Bored,No feeling,Yes,No,No
893,21,Bachelor Level,Female,4.0,3.0,19,PC,0,Yes,6,FREE FIRE,Not regular,Paid,3,negative,Bored,Stressed,Yes,Yes,No
894,24,Bachelor Level,Female,4.0,3.0,21,PC,22,Yes,6,IGA,Not regular,Non Paid,4,negative,Excited,Stressed,Yes,Yes,No
895,18,Bachelor Level,Female,3.5,5.0,18,Mobile,1,No,5,CALL OF DUTY,Not regular,Non Paid,3,negative,Excited,Excited to complete level,No,No,No
896,18,Bachelor Level,Female,3.22,4.0,19,Mobile,23,No,6,FREE FIRE,Regular,Non Paid,4,negative,Excited,Stressed,No,Yes,No
897,21,Bachelor Level,Male,3.62,4.78,18,PC,0,No,2,PUBG,Not regular,Non Paid,2,negative,Bored,No feeling,Yes,No,No
898,26,Master's Level,Female,3.2,4.7,24,PC,2,No,5,PUBG,Not regular,Non Paid,3,negative,Bored,Stressed,Yes,No,No
899,19,Bachelor Level,Male,3.0,3.38,19,Mobile,23,No,3,FIFA,Not regular,Paid,3,positive,Bored,Excited to complete level,No,No,Yes
900,21,Bachelor Level,Female,3.0,5.0,19,PC,2,No,2,IGA,Regular,Paid,2,negative,Excited,Excited to complete level,Yes,No,Yes
901,26,Master's Level,Male,3.5,5.0,24,PC,23,Yes,4,FREE FIRE,Regular,Non Paid,4,negative,Excited,Excited to complete level,Yes,Yes,No
902,22,Bachelor Level,Male,3.0,4.54,18,Mobile,22,No,6,IGA,Not regular,Non Paid,2,positive,Bored,Excited to complete level,Yes,Yes,No
903,21,Bachelor Level,Male,3.1,4.14,19,Mobile,0,Yes,6,FIFA,Not regular,Paid,3,negative,Excited,Stressed,No,Yes,No
904,24,Bachelor Level,Female,2.23,4.0,18,PC,22,Yes,4,CALL OF DUTY,Regular,Non Paid,4,positive,Excited,Stressed,No,No,No
905,27,Master's Level,Female,2.09,4.2,20,PC,22,Yes,6,PUBG,Regular,Non Paid,2,negative,Bored,Stressed,No,Yes,Yes
906,21,Bachelor Level,Female,2.0,5.0,20,PC,23,Yes,6,PUBG,Regular,Paid,4,positive,Bored,Stressed,Yes,No,Yes
907,18,Bachelor Level,Female,3.76,4.17,21,Mobile,1,Yes,2,FREE FIRE,Not regular,Non Paid,2,negative,Bored,Stressed,No,Yes,Yes
908,25,Master's Level,Female,3.99,3.86,23,Mobile,22,Yes,4,FIFA,Not regular,Paid,3,negative,Bored,No feeling,Yes,No,No
909,28,Master's Level,Male,2.89,4.48,20,Mobile,2,Yes,5,PES,Not regular,Non Paid,4,negative,Bored,No feeling,No,Yes,No
910,22,Bachelor Level,Female,3.0,3.0,18,Mobile,2,No,4,CALL OF DUTY,Regular,Paid,2,negative,Bored,Excited to complete level,Yes,No,No
911,24,Bachelor Level,Female,3.05,3.6,20,PC,1,Yes,6,PES,Regular,Paid,4,negative,Bored,Stressed,Yes,Yes,No
912,18,Bachelor Level,Male,2.31,4.0,20,PC,2,Yes,2,PUBG,Not regular,Non Paid,4,negative,Bored,Stressed,No,Yes,No
913,27,Master's Level,Female,2.0,4.82,23,PC,2,No,2,FREE FIRE,Not regular,Paid,2,negative,Excited,Stressed,Yes,Yes,Yes
914,21,Bachelor Level,Female,3.5,5.0,21,PC,2,Yes,4,CALL OF DUTY,Not regular,Non Paid,3,negative,Bored,Excited to complete level,Yes,Yes,No
915,22,Bachelor Level,Male,3.0,4.0,21,Mobile,0,No,2,PES,Not regular,Paid,2,negative,Excited,No feeling,No,No,No
917,24,Bachelor Level,Female,4.0,5.0,18,PC,0,No,3,PUBG,Not regular,Paid,4,negative,Bored,No feeling,No,Yes,Yes
918,23,Bachelor Level,Male,3.0,4.08,19,Mobile,23,No,2,COC,Regular,Paid,4,negative,Excited,No feeling,No,Yes,No
919,27,Master's Level,Female,2.52,4.0,21,PC,2,No,3,IGA,Regular,Non Paid,2,negative,Bored,Stressed,Yes,No,Yes
920,25,Master's Level,Male,2.04,3.0,22,Mobile,0,Yes,5,CALL OF DUTY,Not regular,Paid,4,negative,Excited,Excited to complete level,Yes,No,No
921,25,Master's Level,Male,3.0,4.0,23,Mobile,1,No,6,IGA,Not regular,Non Paid,3,negative,Bored,Excited to complete level,Yes,Yes,No
922,18,Bachelor Level,Male,3.5,5.0,18,PC,0,Yes,2,PES,Regular,Non Paid,2,negative,Excited,Excited to complete level,Yes,Yes,No
923,19,Bachelor Level,Female,3.66,4.83,19,PC,23,Yes,6,CALL OF DUTY,Not regular,Non Paid,3,negative,Excited,No feeling,No,Yes,Yes
924,28,Master's Level,Female,3.03,4.0,24,Mobile,1,No,4,CALL OF DUTY,Not regular,Non Paid,4,negative,Bored,Stressed,Yes,No,Yes
925,23,Bachelor Level,Male,2.56,3.0,18,Mobile,1,No,2,PES,Regular,Paid,3,negative,Bored,Stressed,No,No,No
926,27,Master's Level,Female,2.39,4.0,22,Mobile,23,No,4,COC,Regular,Paid,4,positive,Excited,Excited to complete level,No,Yes,Yes
927,21,Bachelor Level,Male,3.5,4.0,20,PC,1,No,2,IGA,Regular,Paid,2,negative,Excited,Stressed,Yes,Yes,Yes
928,23,Bachelor Level,Female,3.0,5.0,20,PC,0,Yes,5,FREE FIRE,Regular,Non Paid,2,negative,Excited,No feeling,No,Yes,Yes
929,28,Master's Level,Female,3.1,4.0,24,PC,0,Yes,4,IGA,Not regular,Paid,4,negative,Excited,Excited to complete level,No,Yes,No
930,20,Bachelor Level,Male,3.0,3.0,18,PC,2,No,4,IGA,Regular,Non Paid,4,negative,Excited,Excited to complete level,Yes,No,No
931,24,Bachelor Level,Female,2.36,3.65,21,Mobile,1,No,2,FREE FIRE,Not regular,Non Paid,2,negative,Excited,Excited to complete level,No,Yes,Yes
932,23,Bachelor Level,Male,3.0,4.23,21,PC,1,Yes,2,PES,Regular,Non Paid,3,positive,Bored,Excited to complete level,Yes,Yes,Yes
933,21,Bachelor Level,Male,3.4,4.09,18,PC,1,No,4,PES,Regular,Non Paid,4,positive,Excited,Stressed,No,No,No
934,20,Bachelor Level,Female,2.38,4.0,19,PC,1,No,5,FIFA,Regular,Paid,2,negative,Excited,Stressed,No,No,Yes
935,24,Bachelor Level,Female,3.1,4.0,21,Mobile,0,Yes,2,PUBG,Regular,Paid,4,negative,Excited,No feeling,Yes,Yes,No
936,19,Bachelor Level,Male,3.0,4.66,21,Mobile,22,No,3,IGA,Regular,Non Paid,2,negative,Excited,Stressed,Yes,No,Yes
937,28,Master's Level,Female,2.18,5.0,21,PC,1,No,2,FREE FIRE,Not regular,Non Paid,3,negative,Excited,Stressed,No,Yes,Yes
938,27,Master's Level,Female,3.13,5.0,20,PC,23,Yes,2,PES,Regular,Non Paid,4,negative,Bored,Excited to complete level,No,No,No
939,27,Master's Level,Male,3.01,3.5,22,Mobile,2,No,4,FREE FIRE,Regular,Non Paid,3,negative,Excited,Excited to complete level,Yes,No,No
940,19,Bachelor Level,Female,3.0,4.0,18,Mobile,22,No,3,FREE FIRE,Not regular,Non Paid,3,negative,Bored,No feeling,No,No,Yes
941,22,Bachelor Level,Female,3.0,4.52,18,Mobile,23,Yes,5,FREE FIRE,Regular,Non Paid,2,negative,Bored,No feeling,No,Yes,No
942,19,Bachelor Level,Male,3.87,5.0,19,Mobile,22,Yes,6,PES,Regular,Paid,3,negative,Bored,Excited to complete level,Yes,No,No
943,21,Bachelor Level,Male,3.0,4.2,21,Mobile,1,No,6,COC,Regular,Paid,3,negative,Bored,Stressed,No,No,No
944,22,Bachelor Level,Female,3.68,5.0,17,Mobile,22,Yes,2,PUBG,Regular,Non Paid,3,negative,Excited,Stressed,Yes,Yes,No
945,19,Bachelor Level,Female,3.52,4.66,16,PC,1,No,4,PUBG,Not regular,Paid,2,negative,Excited,No feeling,No,Yes,Yes
946,26,Master's Level,Male,2.85,3.48,22,Mobile,2,Yes,3,PES,Regular,Non Paid,4,negative,Bored,Excited to complete level,Yes,Yes,No
947,25,Master's Level,Female,3.99,4.01,20,PC,22,No,4,PES,Not regular,Paid,3,negative,Bored,No feeling,No,No,Yes
948,24,Master's Level,Female,3.81,3.34,16,Mobile,0,No,4,IGA,Regular,Paid,4,positive,Excited,Stressed,Yes,No,No
949,18,Bachelor Level,Female,3.85,4.02,18,PC,1,No,1,FREE FIRE,Regular,Paid,1,negative,Bored,Excited to complete level,Yes,Yes,Yes
950,19,Bachelor Level,Female,3.92,3.98,18,Mobile,0,No,4,IGA,Not regular,Non Paid,2,positive,Bored,No feeling,Yes,No,No
951,21,Bachelor Level,Female,2.73,3.08,19,PC,2,Yes,1,PES,Regular,Non Paid,1,negative,Bored,No feeling,No,Yes,No
952,22,Bachelor Level,Male,3.76,4.37,19,Mobile,1,Yes,4,COC,Regular,Non Paid,1,negative,Excited,No feeling,No,No,No
953,20,Bachelor Level,Male,3.02,4.28,22,PC,0,No,3,IGA,Not regular,Non Paid,1,positive,Bored,Stressed,Yes,No,Yes
954,23,Bachelor Level,Female,3.97,4.88,19,PC,1,Yes,1,PUBG,Regular,Non Paid,3,negative,Bored,No feeling,No,No,Yes
955,22,Bachelor Level,Female,3.77,4.15,19,PC,0,Yes,2,PES,Not regular,Paid,2,negative,Bored,No feeling,Yes,No,Yes
956,20,Bachelor Level,Male,3.49,4.13,17,Mobile,2,Yes,3,FREE FIRE,Regular,Paid,3,negative,Bored,Excited to complete level,No,Yes,No
957,24,Master's Level,Male,3.05,4.93,22,PC,0,Yes,2,CALL OF DUTY,Not regular,Paid,3,negative,Bored,Excited to complete level,No,No,No
958,19,Bachelor Level,Male,3.4,4.36,21,Mobile,22,Yes,1,FREE FIRE,Not regular,Non Paid,4,negative,Excited,Excited to complete level,No,Yes,Yes
959,22,Bachelor Level,Female,2.99,4.68,21,Mobile,0,No,3,FIFA,Regular,Non Paid,1,negative,Excited,No feeling,No,No,Yes
960,25,Master's Level,Female,2.88,4.23,19,Mobile,2,No,1,FIFA,Regular,Paid,1,negative,Excited,Stressed,Yes,Yes,Yes
961,19,Bachelor Level,Female,3.23,3.73,20,PC,2,Yes,3,FIFA,Regular,Non Paid,1,negative,Bored,No feeling,No,No,No
962,26,Master's Level,Female,3.96,4.82,17,Mobile,22,Yes,1,FREE FIRE,Regular,Non Paid,4,negative,Excited,No feeling,Yes,No,No
963,23,Bachelor Level,Female,2.64,3.84,21,Mobile,1,No,4,FIFA,Not regular,Non Paid,3,negative,Bored,No feeling,No,No,No
964,23,Bachelor Level,Male,3.59,4.34,18,PC,0,No,2,FIFA,Regular,Paid,4,negative,Excited,Stressed,Yes,No,Yes
965,26,Master's Level,Male,3.43,3.24,16,Mobile,1,No,3,FREE FIRE,Regular,Paid,3,negative,Bored,No feeling,Yes,No,No
966,21,Bachelor Level,Female,2.63,4.1,16,PC,2,No,6,CALL OF DUTY,Regular,Paid,1,positive,Excited,Excited to complete level,No,Yes,No
967,24,Master's Level,Female,2.65,3.69,16,Mobile,1,No,5,COC,Regular,Non Paid,4,positive,Excited,Excited to complete level,No,No,No
968,25,Master's Level,Female,2.94,3.98,21,PC,0,Yes,3,IGA,Regular,Paid,3,positive,Excited,Excited to complete level,No,No,Yes
969,22,Bachelor Level,Female,3.35,4.16,17,PC,2,No,6,FIFA,Not regular,Paid,2,positive,Excited,Stressed,Yes,No,No
970,24,Master's Level,Male,3.04,4.32,20,Mobile,22,Yes,2,PUBG,Regular,Non Paid,3,negative,Bored,No feeling,Yes,No,No
971,24,Master's Level,Male,2.57,4.64,17,PC,0,Yes,4,PUBG,Not regular,Paid,2,negative,Excited,Excited to complete level,No,Yes,No
972,21,Bachelor Level,Female,3.8,5.0,16,Mobile,1,Yes,1,FREE FIRE,Not regular,Paid,4,positive,Bored,No feeling,Yes,No,No
973,23,Bachelor Level,Male,3.24,4.14,21,PC,1,No,2,IGA,Regular,Non Paid,1,negative,Bored,No feeling,Yes,No,Yes
974,18,Bachelor Level,Male,3.86,3.98,16,Mobile,22,No,4,FREE FIRE,Not regular,Non Paid,1,negative,Excited,No feeling,No,Yes,No
975,19,Bachelor Level,Male,3.78,3.63,18,PC,23,No,3,CALL OF DUTY,Not regular,Paid,1,negative,Excited,Stressed,Yes,Yes,No
976,19,Bachelor Level,Female,2.76,3.83,20,Mobile,2,Yes,5,IGA,Regular,Paid,1,negative,Bored,Excited to complete level,No,No,No
977,25,Master's Level,Female,3.71,3.8,20,Mobile,1,No,5,PES,Not regular,Non Paid,4,negative,Excited,Excited to complete level,Yes,Yes,Yes
978,19,Bachelor Level,Female,3.01,3.87,22,PC,2,Yes,1,PUBG,Not regular,Paid,2,negative,Excited,Excited to complete level,Yes,Yes,No
979,20,Bachelor Level,Male,2.58,4.05,19,PC,23,No,1,CALL OF DUTY,Regular,Non Paid,3,negative,Excited,Stressed,Yes,No,No
980,26,Master's Level,Female,2.68,4.28,19,Mobile,23,Yes,3,IGA,Not regular,Non Paid,3,negative,Excited,No feeling,Yes,No,Yes
981,26,Master's Level,Female,2.75,3.11,17,Mobile,22,No,2,PUBG,Regular,Paid,2,positive,Bored,Stressed,No,Yes,No
982,24,Master's Level,Female,3.27,4.29,17,PC,1,Yes,3,CALL OF DUTY,Regular,Paid,2,negative,Excited,Stressed,No,No,Yes
983,20,Bachelor Level,Male,3.46,4.95,22,PC,0,Yes,4,PUBG,Regular,Non Paid,4,negative,Bored,Excited to complete level,No,No,No
984,18,Bachelor Level,Female,3.72,3.58,21,PC,23,Yes,4,PUBG,Regular,Non Paid,2,negative,Bored,No feeling,No,Yes,No
985,19,Bachelor Level,Female,2.77,4.14,22,Mobile,22,No,6,FREE FIRE,Regular,Non Paid,2,negative,Excited,No feeling,Yes,Yes,Yes
986,22,Bachelor Level,Female,3.27,4.33,17,PC,22,No,1,PES,Not regular,Paid,4,negative,Bored,No feeling,No,Yes,No
987,20,Bachelor Level,Male,3.12,4.11,18,Mobile,23,Yes,1,PUBG,Regular,Paid,4,negative,Excited,No feeling,Yes,Yes,No
988,24,Master's Level,Female,3.85,5.0,18,Mobile,2,No,5,FIFA,Not regular,Paid,2,positive,Bored,No feeling,Yes,No,Yes
989,20,Bachelor Level,Male,2.62,3.69,16,PC,1,No,2,PES,Not regular,Paid,1,negative,Bored,No feeling,Yes,No,Yes
990,26,Master's Level,Female,2.5,3.69,18,PC,2,No,4,FIFA,Regular,Non Paid,2,negative,Bored,Stressed,Yes,Yes,Yes
